SMILES,MolWt,MolLogP,MolMR,HeavyAtomCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,RingCount,TPSA,LabuteASA,BalabanJ,BertzCT,logS
CCC1=CNC(=O)NC1=O,140.142,-0.3744,37.0614,10,2,2,4,1,54,1,0,0,1,65.72,56.9236275102707,3.33808305627555,323.009968088567,-1.9424
CNC(CC(O)=O)C(O)=O,147.13,-0.8663,32.7363,10,3,3,5,4,58,0,0,0,0,86.63,57.6603933735036,3.8334832964994,144.583377076948,-0.7544
OC(=O)c1ccccc1CC(=O)c2ccccc2C(O)=O,284.267,2.5084,74.8371,21,3,2,5,5,106,2,0,0,2,91.67,120.021299587671,2.35640763174178,718.112204685837,-2.791
OC(=O)c1ccc(c(c1)C(O)=O)[N+]([O-])=O,211.129,0.9912,47.015,15,4,2,7,3,78,1,0,0,1,117.74,82.7257747752695,3.39634897824099,452.445158299961,-1.3391
Clc1ccc(cc1)N=Nc2ccccc2,216.671,4.7554,62.07,15,2,0,3,2,74,2,0,0,2,24.72,93.2385413969318,2.1529892819391,448.808152384877,-5.7023
[O-][N+](=O)c1oc(cc1)\C=N\N2CCCOC2=O,239.187,1.364,55.6274,17,6,0,8,3,90,1,1,1,2,98.18,95.5979470303765,2.03234245110001,466.951311933422,-3.4757
O=C1Cc2c(O1)ccc3ccccc23,184.194,2.3013,53.287,14,2,0,2,0,68,2,0,1,3,26.3,81.1121880560468,2.38573533094189,528.832809351357,-2.7078
CC[C@@H]1[C@@H](O)N2[C@H]3C[C@@H]1C4C(O)[C@@]5(C[C@H]24)[C@H]3N(C)c6ccccc56,326.44,1.5545,91.7346000000001,24,4,2,4,1,128,1,5,6,7,46.94,142.619571798202,1.59572331820514,723.345329157242,-2.8266
CCCCCCCCCCC(C(O)=O)C(O)=O,244.331,3.3026,65.9886,17,2,2,4,11,100,0,0,0,0,74.6,103.030068105068,3.43122163566361,211.459352000037,-3.99
Cc1ccc(O)c(CO)c1,138.166,1.19292,38.7666,10,2,2,2,1,54,1,0,0,1,40.46,59.7497548526822,3.0906836464582,230.699242446225,-0.3143
CCOC(=O)c1[nH]c(C=O)c(CC)c1C,209.245,1.87472,56.2517,15,3,1,4,4,82,1,0,0,1,59.16,88.6317477708819,3.14397564688691,379.429907382679,-2.7186
OC(=O)c1cccnc1Nc2cccc(c2)C(F)(F)F,282.221,3.5422,65.923,20,3,2,7,3,104,2,0,0,2,62.22,111.440253779927,2.33793051163987,641.508549507497,-4.1718
CC(=O)CC1CCCCN1,141.214,1.1076,40.9397,10,2,1,2,2,58,0,1,1,1,29.1,61.9993989587284,2.19191639120033,116.425998817129,-0.4509
CC\C(NO)=C(\CC)N=O,144.174,1.7632,38.3252,10,4,2,4,4,58,0,0,0,0,61.69,59.8672249871409,4.34601880167142,136.683242547058,-2.5525
O=[P](N1CCOCC1)(N2CCOCC2)N3CCOCC3,305.315,0.0911000000000012,74.7825,20,4,0,8,3,116,0,3,3,3,54.48,119.814485552103,1.81299249326399,300.307835068155,0.2984
Cc1cnc(N[S](=O)(=O)c2ccc(N)cc2)nc1C,278.337,1.47644,73.1689,19,5,2,7,3,100,2,0,0,2,97.97,111.308206289283,2.30447712971162,696.16936452653,-3.1435
CC1CCC(C)(C)C1,112.216,2.8326,36.796,8,0,0,0,0,48,0,1,1,1,0,52.2880146750766,2.4354397213453,82.0391000173078,-4.4784
CC1NC(=O)CNC1=O,128.131,-1.3791,30.6144,9,2,2,4,0,50,0,1,1,1,58.2,52.6159568991904,2.53505442527188,155.036984590467,0.2903
CN(C=C)N=O,86.094,0.7431,23.755,6,2,0,3,2,34,0,0,0,0,32.67,36.2042338991073,3.20690688609186,53.8135375281251,-0.4579
O=C1NC=NC=C1,96.089,-0.2301,24.8577,7,2,1,3,0,36,1,0,0,1,45.75,40.0322211814337,3.27532977603021,175.386212433023,0.586
OC1=C(Br)C=CC=CC1=O,201.019,1.5149,42.0768,10,2,1,3,0,52,1,0,0,1,37.3,66.2651941373103,3.52765495362978,295.800759159118,-2.4352
CC(=O)C1(C)CO1,100.117,0.3643,25.038,7,2,0,2,1,40,0,1,1,1,29.6,42.4682556614374,2.54661134097707,102.647781797579,0.3797
CCSC(=S)NCC(O)=O,179.266,0.6986,46.3685,10,3,2,5,3,58,0,0,0,0,49.33,69.1865277938339,3.3038725481541,137.609640474437,-1.0882
OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@](O)(CO)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O,342.297,-5.39559999999999,68.6414,23,11,8,11,5,136,0,2,2,2,189.53,130.436457685223,2.12818840898639,393.203227279494,0.3487
CCN(CC)C(=O)OC,131.175,1.0946,35.326,9,2,0,3,2,54,0,0,0,0,29.54,55.5988625995666,3.64375644761248,89.0586500259616,-0.2918
OC(=O)CCC(=O)c1cccc2ccccc12,228.247,2.8873,65.1483,17,2,1,3,4,86,2,0,0,2,54.37,98.6901140611022,2.34697086323985,567.193960054953,-3.4833
CC1(C)[C@@H]2CC[C@@](C)(C2)C1=O,152.237,2.4017,44.236,11,1,0,1,0,62,0,2,2,2,17.07,68.1735898503843,2.41642851917883,210.157779388589,-1.8507
N[P](N)(=O)c1ccccc1,156.125,0.422399999999999,42.0573,10,1,2,4,1,54,1,0,0,1,69.11,59.5132031651318,3.08763678703317,253.710143225591,-1.1482
NCCCNc1ccccc1,150.225,1.4473,48.6031,11,2,2,2,4,60,1,0,0,1,38.05,67.4159823433075,2.27580128736751,184.014038272813,-1.6543
CCCN(CCC)c1c(cc(cc1[N+]([O-])=O)[S](C)(=O)=O)[N+]([O-])=O,345.377,2.5329,85.6556,23,7,0,10,8,128,1,0,0,1,123.66,133.677181417263,3.76965653434937,675.415196092947,-5.7601
OC(=O)c1ccccc1C(=O)Nc2ccccc2,241.246,2.6371,67.7965,18,2,2,4,3,90,2,0,0,2,66.4,103.885521690246,2.270832264116,578.602792361236,-4.0814
[I-].CCN1C=CC(=CC=Cc2cc[n+](CC)c3ccccc23)c4ccccc14,480.393,2.6016,115.43,28,1,0,3,4,142,3,0,1,4,7.12,184.078188305559,2.24999755125274e-06,1063.08583534966,-2.6816
[O-]C(=O)c1cccc(Cl)c1[N+]([O-])=O,200.557,0.6117,42.4369,13,4,0,6,2,68,1,0,0,1,83.27,77.7083430355148,3.42734420450642,376.75533357432,-2.6323
CCOC[C@H](N)C(O)=O,133.147,-0.565199999999999,32.1042,9,3,2,4,4,54,0,0,0,0,72.55,53.6082112641754,3.26590739922644,94.2038970536883,0.524
OC(=O)CCSSCCC(O)=O,210.276,1.3172,49.4216,12,4,2,6,7,70,0,0,0,0,74.6,78.1216554413723,3.00730563629466,141.62707505625,-0.9301
C/C=C/C#N,67.091,1.08608,20.427,5,1,0,1,0,26,0,0,0,0,23.79,31.5370540203038,3.04440071901007,66.2073610801304,-0.4287
CCCC(O)C=C,100.161,1.3334,31.1118,7,1,1,1,3,42,0,0,0,0,20.23,44.6685923198243,2.98436023287033,50.1417094500763,-0.5993
CC(C)C(O)C=C,100.161,1.1893,31.0418,7,1,1,1,2,42,0,0,0,0,20.23,44.6685923198243,3.32997659797479,57.2003594760379,-0.515
CCC(O)\C=C\C,100.161,1.3334,31.1118,7,1,1,1,2,42,0,0,0,0,20.23,44.6685923198243,3.15948760038512,57.2003594760379,-0.4198
OC(=O)C(=O)C(c1ccccc1)c2ccccc2,240.258,2.4722,67.3698,18,2,1,3,4,90,2,0,0,2,54.37,104.700601621034,2.48467334404005,506.966101648099,-2.3354
CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1,279.34,2.667,78.0604,20,3,2,6,2,110,1,0,0,1,70.67,118.647087501684,2.68786943600968,492.682650032856,-2.9342
O=[P](Oc1ccccc1)(N2CCOCC2)N3CCOCC3,312.306,1.8379,79.4605000000001,21,4,0,7,4,116,1,2,2,3,51.24,124.688269666275,1.83353599100176,465.00719152428,0.3925
CCCCOC(=O)CCO,146.186,0.7121,37.5698,10,3,1,3,5,60,0,0,0,0,46.53,60.9982047959558,3.05237518904571,90.8520090096147,-1.2899
OC(=O)CC(SC(CC(O)=O)C(O)=O)C(O)=O,266.227,-0.4246,54.9442,17,5,4,9,8,96,0,0,0,0,149.2,99.2399792629302,4.66905691411252,306.416880178914,-0.4908
Cc1cccc(O)c1[N+]([O-])=O,153.137,1.60882,39.4982,11,3,1,4,1,58,1,0,0,1,63.37,63.2435547085894,3.31891317348667,275.487202274223,-1.64
ClCC(=O)NC(=O)CCl,169.995,0.1068,34.5897,9,2,1,5,2,52,0,0,0,0,46.17,62.3135162084783,3.47131762632215,111.736042881236,-2.2304
C1CCC(CC1)N(Sc2sc3ccccc3n2)C4CCCCC4,346.565,6.27080000000001,101.062,23,4,0,4,4,124,2,2,2,4,16.13,147.359043174488,1.55295712206171,576.086250332279,-6.7886
COc1cc(C([O-])=O)c(cc1OC)[N+]([O-])=O,226.164,-0.0245000000000001,50.5309,16,6,0,7,4,86,1,0,0,1,101.73,90.3620514964401,3.47236474855416,400.870505249528,-0.7543
CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,313.309,2.7895,83.4552,23,5,1,6,4,118,2,0,0,2,81.7,132.574726840297,2.12776000584116,736.903875862377,-4.1949
O=[S](=O)(N1CCCCC1)c2ccccc2,225.313,1.8612,59.0518,15,2,0,4,2,82,1,1,1,2,37.38,90.7708921005693,2.26393158117513,407.473878902444,-2.5365
CCN(CC)C(C#N)c1ccccc1,188.274,2.59308,57.717,14,2,0,2,4,74,1,0,0,1,27.03,85.7734691575487,2.87915121624715,295.847809848271,-0.9738
[O-][N+](=O)Cc1ccc2ccccc2n1,188.186,2.0115,52.4414,14,3,0,4,2,70,2,0,0,2,56.03,80.3506334690751,2.45749560972687,482.260622253135,-2.0545
CCO[P](=S)(OCC)N1C(=O)c2ccccc2C1=O,299.288,2.5801,74.479,19,5,0,7,5,102,1,0,1,2,55.84,116.274660202496,2.45019120936297,529.602740190649,-3.3522
OC(=O)C(S)CCC(S)C(O)=O,210.276,0.5326,50.0536,12,4,4,6,5,70,0,0,0,0,74.6,80.7856066310956,3.68065833166949,162.386898799821,-2.4758
ClCC[S](=O)(=O)CCOCC[S](=O)(=O)CCCl,327.251,0.3102,69.5666,17,5,0,9,10,104,0,0,0,0,77.51,112.264720275449,3.73527834009758,352.138600898074,-1.9408
COc1cc(ccc1C(O)=O)C(O)=O,196.158,1.0916,46.9126,14,3,2,5,3,74,1,0,0,1,83.83,79.5512863966732,3.24578997638874,382.788745587848,-1.9916
CC(=O)Nc1ccc(Cl)cc1C,183.638,2.60682,50.4927,12,1,1,3,1,64,1,0,0,1,29.1,76.5408799732203,2.93480212462999,309.396886953121,-2.3097
CCCCC1=C(C)NC(=NC1=O)N(C)C,209.293,1.48692,62.5337,15,3,1,4,4,84,1,0,0,1,48.99,90.3466496524134,3.04608339493152,381.909690789086,-2.2416
CN1C2CCC1CC(C2)OC(=O)C(CO[S](O)(=O)=O)c3ccccc3,369.439,1.758,90.3706000000001,25,6,1,8,6,138,1,2,2,3,93.14,147.420190186161,1.68561810909445,693.108073891236,-1.5675
OC(=O)CC1CCCCC1,142.198,2.0414,38.8278,10,1,1,2,2,58,0,1,1,1,37.3,61.2437705273164,2.19191639120033,114.425998817129,-1.6935
CCCCCCCCCCCCCCCCNC(=O)C(C)O,313.526,4.9647,95.0025000000001,22,2,2,3,16,132,0,0,0,0,49.33,137.813827122816,3.04057483524611,241.589682343329,-3.6512
CCCCCNC(=O)C(C)O,159.229,0.6736,44.2155,11,2,2,3,5,66,0,0,0,0,49.33,67.7994638644536,3.17816751472086,112.659685622623,-0.3825
OCC(O)C1OC(Oc2ccccc2)C(O)C(O)C1O,286.28,-1.7738,66.844,20,7,5,7,4,112,1,1,1,2,119.61,115.178425986738,2.11387116070967,412.440515404359,-1.5537
O[P](O)(=O)c1cccc(c1)[N+]([O-])=O,203.09,0.3978,44.7745,13,3,2,7,2,70,1,0,0,1,100.67,73.1357867627366,3.20939116825759,384.365930525693,0.6835
CCCCCCCCCCOC(=O)c1cccnc1,263.381,4.3791,77.1295,19,3,0,3,10,106,1,0,0,1,39.19,115.940481688357,1.94935362571997,337.861986661455,-3.1901
CC(C)CC(NC=O)C(O)=O,159.185,0.2317,40.0785,11,2,2,4,5,64,0,0,0,0,66.4,65.5960438501008,3.88326178254481,144.621112450955,-0.7328
C[S](=O)(=O)N[S](C)(=O)=O,173.215,-1.5048,32.8233,9,4,1,7,2,56,0,0,0,0,80.31,54.1756071106644,4.45822708155091,241.689496256967,0.0402
CCCOC(=O)CCOC,146.186,0.9761,37.743,10,3,0,3,5,60,0,0,0,0,35.53,61.3175162732667,3.0863484262353,80.8520090096147,-0.6598
COC(OC)\C=C/C(OC)OC,176.212,0.7804,44.752,12,4,0,4,6,72,0,0,0,0,36.92,73.0584237144491,3.82679628929637,102.226267876909,0.055
CN1CCC=C1C,97.161,1.2257,31.004,7,1,0,1,0,40,0,0,1,1,3.24,44.6283610843025,2.53875799212315,94.3531421217447,0.1265
NN[P](=S)(NN)c1ccccc1,202.223,-0.451999999999999,55.0072,12,3,4,6,3,66,1,0,0,1,76.1,76.3835170015557,3.04159664513481,280.859376434433,-1.425
Cc1cc(C)cc(OCC(O)=O)c1,180.203,1.76684,49.0468,13,2,1,3,3,70,1,0,0,1,46.53,76.9604726588301,2.71324219276662,297.695938832916,-2.3527
Clc1ccc2oc3ccc(Cl)cc3c2c1,237.085,4.8928,63.74,15,1,0,3,0,74,3,0,0,3,13.14,96.1955939008076,2.5452302518329,598.825591178347,-7.2135
CCCCCCNC(=O)C(C)O,173.256,1.0637,48.8325,12,2,2,3,6,72,0,0,0,0,49.33,74.1644059788502,3.14323750037272,123.696942863929,-0.9487
CCCCOC(=O)C(C)OC(C)=O,188.223,1.2813,47.095,13,4,0,4,5,76,0,0,0,0,52.6,78.2089226021037,3.62868242920174,176.453515118348,-0.7536
CCc1nc2N(C)C(=O)N(C)C(=O)c2n1C,222.248,-0.4669,60.574,16,6,0,6,1,86,2,0,0,2,61.82,91.7588412469425,3.12539657310571,674.654574836949,-1.5687
NC(N)=NC(N)=Nc1ccc2ccccc2c1,227.271,1.0594,71.0402,17,1,3,5,1,86,2,0,0,2,102.78,98.6532689427838,2.40241521966415,596.622406998034,-2.5497
OC(=O)CC1NC(=O)NC1=O,158.113,-1.3309,32.7152,11,3,3,6,2,60,0,1,1,1,95.5,61.5717127514301,2.53443867308399,224.522307365189,-1.1517
Cc1ccc(cc1O)[N+]([O-])=O,153.137,1.60882,39.4982,11,3,1,4,1,58,1,0,0,1,63.37,63.2435547085894,3.15154966830605,295.737202274223,-2.1851
NC(=O)SCC(=O)Nc1ccccc1,210.258,1.437,57.1131,14,3,2,5,3,74,1,0,0,1,72.19,85.8621365687603,2.38076186191258,326.843656048499,-1.3228
CCOC(=O)C(CC(O)=O)=C(c1ccccc1)c2ccccc2,310.349,3.5263,87.7918,23,3,1,4,6,118,2,0,0,2,63.6,134.584312275943,2.68292095136758,661.164176157434,-2.1908
Cn1cnc2nc(Cl)nc(NN)c12,198.617,0.3023,49.1241,13,6,2,7,1,68,2,0,0,2,81.65,78.7192407438153,2.84787908008732,449.566357055178,-1.1427
CCOC(=O)C1=C(C)OC(=C(C(=O)OCC)C1=O)C,268.265,1.61004,66.365,19,6,0,6,4,104,1,0,0,1,82.81,109.867413617824,3.42883252416508,509.737248850488,-1.5255
Nc1cc(ccc1I)[N+]([O-])=O,264.022,1.7816,50.2258,11,3,1,5,1,58,1,0,0,1,69.16,76.6861076600531,3.15154966830605,300.633799226462,-4.4216
OC(=O)CCC(N(CCC#N)CCC#N)C(O)=O,253.258,0.43376,60.3266,18,5,2,7,9,98,0,0,0,0,125.42,104.845176909416,4.62661778411055,351.465064813981,-0.2275
CSCCC(N(CCC#N)CCC#N)C(O)=O,255.343,1.32206,66.4558,17,5,1,6,9,94,0,0,0,0,88.12,106.012531082541,4.50056498382852,290.818854229414,-1.3279
CCCCCCCCOC(=O)C(C)O,202.294,2.2709,56.0158,14,3,1,3,8,84,0,0,0,0,46.53,86.4579732535423,3.09584558053174,143.468070204144,-1.2726
O=C1COc2ccccc2N1,149.149,1.0175,40.5667,11,2,1,3,0,56,1,0,1,2,38.33,63.9803857079196,2.41413102450375,295.898461732953,-2.5716
CCOC(=O)N1CCN(CC1)C(=O)OCC,230.264,0.917,57.19,16,4,0,6,2,92,0,1,1,1,59.08,95.0877009033778,2.33108035591268,223.203584394463,-0.7288
CC[C@@H](C)c1cccc([C@@H](C)CC)c1O,206.329,4.4192,65.5188,15,1,1,1,4,84,1,0,0,1,20.23,93.1451737868658,3.1063324892843,288.86478097344,-5.0593
[O-][N+](=O)c1ccc2ccc3cccc4ccc1c2c34,247.253,4.4922,76.8004,19,2,0,3,1,90,4,0,0,4,43.14,108.108397317338,2.38119879011299,927.516864696796,-7.3213
CCN(/N=C/c1oc(cc1)[N+]([O-])=O)C(N)=O,226.192,0.9223,54.9198,16,5,1,8,4,86,1,0,0,1,114.97,90.465181537015,2.75039801046294,425.42773038216,-2.9395
OC(=O)CCCCCc1ccccc1,192.258,2.8741,56.2498,14,1,1,2,6,76,1,0,0,1,37.3,84.5768116581164,2.07508189552504,266.910035168718,-2.6026
CCCCC(C)(O)CC,130.231,2.3376,40.4398,9,1,1,1,4,56,0,0,0,0,20.23,58.0880795808018,3.33007421569317,66.9678869107281,-1.7356
CC1=C(CCC1(C)C)C(O)=O,154.209,2.2075,43.3508,11,1,1,2,1,62,0,0,1,1,37.3,66.9191096095287,2.98797373903971,223.717232280766,-2.8871
CO[P](=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl,322.537,3.9379,68.198,16,5,0,9,4,90,1,0,0,1,40.58,113.011297801615,3.06376685364226,437.130381956355,-4.831
CC(C)(C)CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]23C,532.649,4.4059,136.5438,38,7,1,8,4,210,0,4,5,5,99.13,223.699181657091,1.51102648133562,1133.91323306404,-5.1244
CCOC1CC1,86.134,1.1853,24.648,6,1,0,1,2,36,0,1,1,1,9.23,38.3067335613936,1.87628589483763,39.2031034386966,-0.6407
Cn1cnc2N(C)C(=O)N(CC([O-])=O)C(=O)c12,237.195,-2.8164,55.222,17,8,0,8,2,90,2,0,0,2,101.95,94.3496549847857,2.94393429332805,720.896685464228,-1.3769
C[C@@H]1NC(=O)[C@@H](C)NC1=O,142.158,-0.9906,35.2094,10,2,2,4,0,56,0,1,1,1,58.2,58.980899013587,2.6314357378173,158.586629740041,-0.1528
O=C1CCC(N1)C(=O)Nc2ccccc2,204.229,0.9037,56.2364,15,2,2,4,2,78,1,1,1,2,58.2,87.6730511052544,1.95566383225944,375.434128299904,-1.3278
Oc1ccc(Sc2ccccc2)cc1,202.278,3.5434,58.6718,14,2,1,2,2,70,2,0,0,2,20.23,87.4058411031223,2.15511085123429,394.426722903269,-2.7745
CCOCOCOCC,134.175,0.991,34.071,9,3,0,3,6,56,0,0,0,0,27.69,55.9045972883332,2.59508270679389,41.5676314152969,-0.1277
O=C1OCc2ccc3ccccc3c12,184.194,2.5102,53.0675,14,2,0,2,0,68,2,0,1,3,26.3,81.1121880560468,2.47127675701471,528.832809351357,-3.3062
OC(=O)CNC(=O)c1occc1,169.136,0.0939999999999997,38.677,12,3,2,5,3,64,1,0,0,1,79.54,67.9876988626552,2.45096512822518,277.606299604864,-0.7272
Nc1ccc(cc1)[S](=O)(=O)Nc2sc(cn2)C(O)=O,299.333,1.2243,70.7362,19,6,3,9,4,100,2,0,0,2,122.38,112.319735316591,2.25245533779567,706.63092486261,-2.8741
CCC(CC)(CC(O)=O)C(O)=O,174.196,1.3521,42.9036,12,2,2,4,5,70,0,0,0,0,74.6,71.2053575330854,4.57513861616687,181.496881765362,-0.7962
OC(C(O)c1ccccc1)C(O)=O,182.175,0.1655,45.0444,13,3,3,4,3,70,1,0,0,1,77.76,75.0704528193186,2.79251690224982,282.925992752959,-0.3063
CC=C(Cc1ccccc1)C(O)=O,176.215,2.26,51.5388,13,1,1,2,3,68,1,0,0,1,37.3,77.5222665115355,2.74428850493532,312.121980683498,-2.5648
OC(=O)c1ccc(NC(=O)c2cccnc2)cc1,242.234,2.0321,65.5915,18,3,2,5,3,90,2,0,0,2,79.29,103.105169671192,2.10258240469396,564.550044934209,-3.0832
CCOC(OCC)C(C)=O,146.186,0.9745,37.721,10,3,0,3,5,60,0,0,0,0,35.53,61.3175162732667,3.60957805268295,95.0243416639753,-0.2059
O=C1CCCCCNC(=O)CCCCCNC(=O)CCCCCNC(=O)CCCCCN1,452.64,2.7064,125.9108,32,4,4,8,0,184,0,1,1,1,116.4,192.97262564003,2.25653231798305,418.117300051923,-2.8126
CC(C)OC(=O)C(O)(c1ccc(Cl)cc1)c2ccc(Cl)cc2,339.218,4.1809,87.1308,22,3,1,5,4,116,2,0,0,2,46.53,138.989041433054,2.54761868397009,603.109197339405,-5.3544
OC1=C(C2CCCc3ccccc23)C(=O)c4ccccc4O1,292.334,3.9668,85.3718,22,3,1,3,1,110,3,0,1,4,50.44,127.384671837602,1.98022926655763,907.942513372258,-4.8638
CC(=O)OCCS,120.173,0.4793,30.486,7,3,1,3,2,42,0,0,0,0,26.3,48.2642113639717,2.82193893705918,62.7101344803649,-1.5
CC1=C(Cl)C(=O)N(C(=O)N1)C(C)(C)C,216.668,1.25342,56.0657,14,3,1,5,0,78,1,0,0,1,54.86,86.5316915669375,3.71192318147681,465.171015295412,-2.4845
CO[P](=S)(OC)SS[P](=S)(OC)OC,314.352,3.4024,71.788,14,8,0,10,7,86,0,0,0,0,36.92,102.018125362536,4.29151261649876,217.725834252143,-4.3981
NC(=O)NN=C[C@H](O)[C@@H](O)[C@H](O)CO,207.186,-3.2845,46.3173,14,6,6,8,5,82,0,0,0,0,148.4,79.6576300953563,3.99383041889922,209.64365714792,-0.1288
OC(=O)CC[P](O)(O)=O,154.058,-0.3612,29.1639,9,2,3,6,3,54,0,0,0,0,94.83,51.4762990296024,3.52545317987392,146.282097088304,0.5007
OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,342.297,-5.39719999999999,68.6194,23,11,8,11,4,136,0,2,2,2,189.53,130.436457685223,2.11486190248182,378.018438361795,-0.8167
CCN(CC)CCSCCN(CC)CC,232.437,2.4032,72.9010000000001,15,3,0,3,10,92,0,0,0,0,6.48,100.396391651964,3.30039818684965,108.790526793729,-2.3663
CC(=O)CC(CC(O)=O)c1ccccc1,206.241,2.224,56.7338,15,2,1,3,5,80,1,0,0,1,54.37,88.7383337581602,2.80510705606091,327.144681354708,-1.4463
CCN(c1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,301.171,1.4292,66.4196,21,8,0,13,6,112,1,0,0,1,175.8,114.503159928728,3.80506604438688,608.549661090284,-3.7007
Nc1ccc(cc1)C#Cc2ccc(N)cc2,208.264,2.2508,67.6888,16,2,2,2,0,78,2,0,0,2,52.04,94.8973883402389,2.21255753919235,478.188291638805,-2.4326
OC(=O)c1ccccc1C(=O)c2ccccc2O,242.23,2.3214,64.9406,18,3,2,4,3,90,2,0,0,2,74.6,103.129893258834,2.53687857710583,616.695985981175,-2.3428
[O-][N+](=O)C(COC(=O)c1ccccc1C(=O)OCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O,492.222,-1.032,94.4354,34,16,0,22,12,182,1,0,0,1,311.44,182.089044799977,3.22791593764558,942.630390803132,-3.5782
CCC(O)C(Cl)(Cl)Cl,177.458,2.1275,36.5878,8,1,1,4,1,50,0,0,0,0,20.23,63.5381098038604,3.62328100370598,68.1738993912568,-0.9481
CC(C)CC1OCCO1,130.187,1.4054,35.147,9,2,0,2,2,54,0,1,1,1,18.46,56.1501630196937,2.11279014497687,74.9853361685981,-0.3695
O=C1CCCCCCCCN1,155.241,1.8469,45.3287,11,1,1,2,0,64,0,1,1,1,29.1,68.364341073125,2.16848951172928,110.731140660285,-1.0737
CNCl,65.503,0.3596,14.9127,3,1,1,2,0,20,0,0,0,0,12.03,24.7040502708723,1.63299316185545,4.75488750216347,0.2806
OC(=O)C(S)CS,138.213,0.2992,34.2628,7,3,3,4,2,42,0,0,0,0,37.3,52.735024435666,3.34341705895396,73.335158849987,-0.2374
O/N=C/c1oc(cc1)[N+]([O-])=O,156.097,0.9959,34.7429,11,5,1,6,2,58,1,0,0,1,88.87,60.8872449580043,2.89989548997492,290.427453879024,-2.1934
O=C1CCCCCN1C(=O)c2ccccc2,217.268,2.2294,60.9535,16,2,0,3,1,84,1,1,1,2,37.38,95.0630446370349,2.16929471152979,386.178884424662,-2.1667
O=C1C=CC(C=C1)=NNc2ccc(N=Nc3ccccc3)c4ccccc24,352.397,5.7182,108.9107,27,5,1,5,4,130,3,0,1,4,66.18,155.998397960014,1.65339733947939,1093.62076296382,-6.0092
CC1(C)C2CCC1(C)C(N)(C2)C(O)=O,197.278,1.6147,53.7832,14,2,2,3,1,80,0,2,2,2,63.32,84.6726564139897,2.5043055956927,299.662656840307,-1.5961
[Br-].CC[NH2+]CC,154.051,-3.4064,23.0074,6,0,1,2,2,40,0,0,0,0,16.61,49.8966416670749,0,15.0195500086539,0.8123
Cc1ccc(cc1N)[S](N)(=O)=O,186.236,0.22462,46.9646,12,3,2,5,1,66,1,0,0,1,86.18,71.2369025203341,3.32729599901651,397.867444846773,-1.9169
CCCCCCCCNC(=O)C(C)O,201.31,1.8439,58.0665,14,2,2,3,8,84,0,0,0,0,49.33,86.8942902076435,3.09584558053174,146.222957706308,-2.2827
CCCCCCCCCCNC(=O)C(C)O,229.364,2.6241,67.3005,16,2,2,3,10,96,0,0,0,0,49.33,99.6241744364367,3.06855151382054,169.315529175022,-3.3605
CC(O)C(=O)OC(C)C(=O)OCC=C,202.206,0.0280999999999995,48.3908,14,5,1,5,5,80,0,0,0,0,72.83,82.3135533221155,3.94190601590165,221.242203456004,-0.6826
CNCC(O)C(O)C(O)C(O)CO,195.215,-3.3583,45.0397,13,6,6,6,6,80,0,0,0,0,113.18,76.4499346587973,3.99168465539468,134.05130927525,0.4084
COC(=O)C(C)OC(C)=O,146.142,0.111,33.244,10,4,0,4,2,58,0,0,0,0,52.6,59.1140962589139,3.72366599799016,140.683242547058,-0.2617
OC(=O)CN(CCC#N)CCC#N,181.195,0.20036,44.5358,13,4,1,5,6,70,0,0,0,0,88.12,76.7945947139864,3.82255645830625,220.754144168354,0.4578
COc1cc2nccnc2c(N)c1OC,205.217,1.2292,57.0544,15,5,1,5,2,78,2,0,0,2,70.26,86.8492289979449,2.81252826664954,499.236637354494,-1.7102
CN(C(N)=O)c1ccc(C)cc1,164.208,1.50992,49.1654,12,1,1,3,1,64,1,0,0,1,46.33,71.7874759299466,2.89256109018568,279.084938923616,-0.423
CC(C)CC(C)CO,116.204,1.6609,35.7048,8,1,1,1,3,50,0,0,0,0,20.23,51.7231374664052,3.09882809411314,50.3485155455968,-1.6007
NC(=O)c1ccc(cc1)[S](N)(=O)=O,200.219,-0.5671,46.3331,13,3,2,6,2,70,1,0,0,1,103.25,75.3984246203778,3.15526874357476,421.555806251591,-2.3015
CC1=CN(Cc2ccccc2)C(=O)NC1=O,216.24,0.89332,61.6037,16,3,1,4,2,82,2,0,0,2,54.86,92.1906932029301,2.39685050075294,596.406092348876,-2.2558
